
  1    0.10000000E+01  0.00000000E+00

  2    0.99939775E+00 -0.86250897E-04

  3    0.99759233E+00 -0.34416316E-03

  4    0.99458826E+00 -0.77207381E-03

  5    0.99039263E+00 -0.13670503E-02

  6    0.98501563E+00 -0.21249799E-02

  7    0.97847021E+00 -0.30408022E-02

  8    0.97077203E+00 -0.41084555E-02

  9    0.96193981E+00 -0.53210198E-02

 10    0.95199466E+00 -0.66708857E-02

 11    0.94096065E+00 -0.81496229E-02

 12    0.92886430E+00 -0.97483983E-02

 13    0.91573477E+00 -0.11457824E-01

 14    0.90160376E+00 -0.13268190E-01

 15    0.88650525E+00 -0.15169500E-01

 16    0.87047559E+00 -0.17151562E-01

 17    0.85355341E+00 -0.19204026E-01

 18    0.83577943E+00 -0.21316413E-01

 19    0.81719661E+00 -0.23478130E-01

 20    0.79784966E+00 -0.25678564E-01

 21    0.77778506E+00 -0.27906952E-01

 22    0.75705135E+00 -0.30152434E-01

 23    0.73569834E+00 -0.32403983E-01

 24    0.71377754E+00 -0.34650445E-01

 25    0.69134170E+00 -0.36880355E-01

 26    0.66844493E+00 -0.39082050E-01

 27    0.64514232E+00 -0.41243538E-01

 28    0.62149006E+00 -0.43352507E-01

 29    0.59754515E+00 -0.45396306E-01

 30    0.57336527E+00 -0.47361944E-01

 31    0.54900855E+00 -0.49236216E-01

 32    0.52453381E+00 -0.51005553E-01

 33    0.49999997E+00 -0.52656293E-01

 34    0.47546613E+00 -0.54174650E-01

 35    0.45099139E+00 -0.55546910E-01

 36    0.42663473E+00 -0.56759514E-01

 37    0.40245485E+00 -0.57799257E-01

 38    0.37850991E+00 -0.58653452E-01

 39    0.35485762E+00 -0.59310112E-01

 40    0.33155504E+00 -0.59758123E-01

 41    0.30865824E+00 -0.59987422E-01

 42    0.28622246E+00 -0.59989225E-01

 43    0.26430160E+00 -0.59756167E-01

 44    0.24294862E+00 -0.59282389E-01

 45    0.22221482E+00 -0.58563758E-01

 46    0.20215032E+00 -0.57597894E-01

 47    0.18280336E+00 -0.56384228E-01

 48    0.16422048E+00 -0.54924026E-01

 49    0.14644662E+00 -0.53220369E-01

 50    0.12952441E+00 -0.51278077E-01

 51    0.11349475E+00 -0.49103599E-01

 52    0.98396182E-01 -0.46704881E-01

 53    0.84265172E-01 -0.44091173E-01

 54    0.71135700E-01 -0.41272771E-01

 55    0.59039354E-01 -0.38260847E-01

 56    0.48005372E-01 -0.35067134E-01

 57    0.38060218E-01 -0.31703614E-01

 58    0.29227972E-01 -0.28182341E-01

 59    0.21529853E-01 -0.24515029E-01

 60    0.14984369E-01 -0.20712815E-01

 61    0.96073449E-02 -0.16786080E-01

 62    0.54117441E-02 -0.12744131E-01

 63    0.24076402E-02 -0.85949767E-02

 64    0.60227513E-03 -0.43452461E-02

 65    0.00000000E+00  0.00000000E+00

 66    0.60227513E-03  0.43452461E-02

 67    0.24076402E-02  0.85949767E-02

 68    0.54117441E-02  0.12744131E-01

 69    0.96073449E-02  0.16786080E-01

 70    0.14984369E-01  0.20712815E-01

 71    0.21529853E-01  0.24515029E-01

 72    0.29227972E-01  0.28182341E-01

 73    0.38060218E-01  0.31703614E-01

 74    0.48005372E-01  0.35067134E-01

 75    0.59039354E-01  0.38260847E-01

 76    0.71135700E-01  0.41272771E-01

 77    0.84265172E-01  0.44091173E-01

 78    0.98396182E-01  0.46704881E-01

 79    0.11349475E+00  0.49103599E-01

 80    0.12952441E+00  0.51278077E-01

 81    0.14644662E+00  0.53220369E-01

 82    0.16422048E+00  0.54924026E-01

 83    0.18280336E+00  0.56384228E-01

 84    0.20215032E+00  0.57597894E-01

 85    0.22221482E+00  0.58563758E-01

 86    0.24294862E+00  0.59282389E-01

 87    0.26430160E+00  0.59756167E-01

 88    0.28622246E+00  0.59989225E-01

 89    0.30865824E+00  0.59987422E-01

 90    0.33155504E+00  0.59758123E-01

 91    0.35485762E+00  0.59310112E-01

 92    0.37850991E+00  0.58653452E-01

 93    0.40245485E+00  0.57799257E-01

 94    0.42663473E+00  0.56759514E-01

 95    0.45099139E+00  0.55546910E-01

 96    0.47546613E+00  0.54174650E-01

 97    0.49999997E+00  0.52656293E-01

 98    0.52453381E+00  0.51005553E-01

 99    0.54900855E+00  0.49236216E-01

100    0.57336527E+00  0.47361944E-01

101    0.59754515E+00  0.45396306E-01

102    0.62149006E+00  0.43352507E-01

103    0.64514232E+00  0.41243538E-01

104    0.66844493E+00  0.39082050E-01

105    0.69134170E+00  0.36880355E-01

106    0.71377754E+00  0.34650445E-01

107    0.73569834E+00  0.32403983E-01

108    0.75705135E+00  0.30152434E-01

109    0.77778506E+00  0.27906952E-01

110    0.79784966E+00  0.25678564E-01

111    0.81719661E+00  0.23478130E-01

112    0.83577943E+00  0.21316413E-01

113    0.85355341E+00  0.19204026E-01

114    0.87047559E+00  0.17151562E-01

115    0.88650525E+00  0.15169500E-01

116    0.90160376E+00  0.13268190E-01

117    0.91573477E+00  0.11457824E-01

118    0.92886430E+00  0.97483983E-02

119    0.94096065E+00  0.81496229E-02

120    0.95199466E+00  0.66708857E-02

121    0.96193981E+00  0.53210198E-02

122    0.97077203E+00  0.41084555E-02

123    0.97847021E+00  0.30408022E-02

124    0.98501563E+00  0.21249799E-02

125    0.99039263E+00  0.13670503E-02

126    0.99458826E+00  0.77207381E-03

127    0.99759233E+00  0.34416316E-03

128    0.99939775E+00  0.86250897E-04

129    0.10000000E+01  0.00000000E+00
